YEAR(Integer),DIV1(Double),DIV2(Double),DIV3(Double),DIV4(Double),DIV7(Double),DIV9(Double),X(Double),FEMALECANDIDATES(Double),FEMALEDIV1(Double),FEMALEDIV2(Double)
2012,135,4.4,12.6,25.2,49.6,0.7,3.7,3.7,68,2.9
2012,4.4,7.8,30,51.1,0,2.2,4.4,42,4.8,2.4
2012,113,4.4,16.8,21.2,53.1,0,2.7,1.8,68,1.5
2012,4.4,10.3,26.5,44.1,1.5,8.8,4.4,38,0,10.5
2012,4.4,48.5,39.7,7.4,0,0,0,68,4.4,48.5
2012,4.4,22,24.2,45.1,2.2,1.1,1.1,57,1.8,12.3
2012,205,4.4,21,36.1,37.6,0,0.5,0.5,95,1.1
2012,388,4.4,22.2,26.5,43.8,0,2.1,1,151,2.6
2012,4.4,15.1,25.3,48.4,1,5.1,0.7,201,2.5,10.9
2012,160,4.4,21.9,38.1,33.1,0.6,0.6,1.3,91,1.1
2012,4.3,19.6,42.4,32.6,0,1.1,0,27,0,11.1
2012,4.3,13,13,52.2,0,13,4.3,6,0,0
2012,46,4.3,19.6,45.7,23.9,0,0,6.5,24,4.2
2012,23,4.3,39.1,43.5,13,0,0,0,11,0
2012,23,4.3,13,21.7,52.2,4.3,0,4.3,9,0
2012,4.3,6.5,30.4,55.4,0,0,3.3,40,2.5,2.5
2012,4.3,23.9,41.3,28.3,0,1.1,1.1,67,1.5,13.4
2012,46,4.3,19.6,34.8,39.1,0,0,2.2,46,4.3
2012,4.3,21.5,33.3,37.6,0,2.2,1.1,55,1.8,20
2012,70,4.3,10,22.9,52.9,0,8.6,1.4,48,2.1
2012,4.3,20.7,35,36.4,0,0.7,2.9,36,0,13.9
2012,4.3,18.7,27.3,42.8,0,4.3,2.7,89,3.4,12.4
2012,4.3,14.5,22.2,48.7,0.9,9.4,0,56,1.8,5.4
2012,117,4.3,9.4,34.2,49.6,0,2.6,0,62,1.6
2012,4.3,27.7,36.2,30.9,0,1.1,0,94,4.3,27.7
2012,47,4.3,21.3,48.9,25.5,0,0,0,24,0
2012,71,4.2,7,21.1,59.2,0,2.8,5.6,25,0
2012,4.2,21.1,42.3,31,0,1.4,0,71,4.2,21.1
2012,4.2,8.5,23.9,56.3,1.4,2.8,2.8,25,0,0
2012,4.2,7.4,30.5,55.8,0,1.1,1.1,47,2.1,8.5
2012,4.2,26,38.5,31.3,0,0,0,52,1.9,19.2
2012,168,4.2,20.2,32.7,41.7,0,0,1.2,94,3.2
2012,4.2,11.1,20.8,56.9,0,2.8,4.2,40,2.5,10
2012,48,4.2,16.7,22.9,50,0,2.1,4.2,20,0
2012,72,4.2,22.2,29.2,44.4,0,0,0,39,2.6
2012,4.2,25,40,27.5,0,3.3,0,120,4.2,25
2012,48,4.2,18.8,20.8,47.9,0,2.1,6.3,26,0
2012,4.2,16.7,12.5,62.5,0,0,4.2,7,0,0
2012,97,4.1,26.8,47.4,20.6,0,0,1,52,1.9
2012,4.1,12.3,30.1,50.7,0,1.4,1.4,38,2.6,13.2
2012,73,4.1,6.8,23.3,61.6,0,2.7,1.4,41,2.4
2012,73,4.1,12.3,32.9,43.8,1.4,0,5.5,37,2.7
2012,147,4.1,12.9,25.9,53.1,0.7,1.4,2,88,3.4
2012,49,4.1,12.2,36.7,40.8,0,6.1,0,17,0
2012,49,4.1,38.8,38.8,18.4,0,0,0,32,0
2012,4.1,1.4,13.5,67.6,0,10.8,2.7,25,4,0
2012,222,4.1,18.5,21.2,52.7,0,2.3,1.4,97,0
2012,4,13.1,26.3,47.5,1,6.1,2,43,4.7,11.6
2012,99,4,9.1,19.2,62.6,0,3,2,43,4.7
2012,4,12.1,29.3,51.5,0,2,1,60,0,13.3
2012,124,4,24.2,32.3,36.3,0,1.6,1.6,59,0
2012,4,16.8,29.5,46.3,0,1.3,2,86,3.5,16.3
2012,4,10.7,21.3,60,0,1.3,2.7,23,4.3,17.4
2012,25,4,16,28,52,0,0,0,14,0
2012,125,4,14.4,33.6,44.8,0,1.6,1.6,49,0
2012,4,6,20,52,0,18,0,16,0,0
2012,4,4,4,76,4,0,8,7,0,0
2012,25,4,20,24,28,0,16,8,8,12.5
2012,4,16,40,38,0,0,2,29,0,3.4
2012,75,4,13.3,17.3,60,0,5.3,0,29,0
2012,4,16,34,36,0,8,2,28,3.6,10.7
2012,4,4,32,56,0,4,0,11,0,0
2012,4,10,12,72,0,2,0,21,0,9.5
2012,50,4,18,26,52,0,0,0,28,0
2012,175,4,10.3,32,45.7,0,5.1,2.9,80,1.3
2012,4,24.8,39.6,27.7,0,1,3,39,0,12.8
2012,4,10.9,23.3,52,0,6.4,3.5,81,0,9.9
2012,3.9,9.2,28.9,48.7,0,6.6,2.6,27,3.7,3.7
2012,3.9,3.9,31.4,56.9,0,3.9,0,16,0,0
2012,3.9,3.9,23.5,52.9,0,11.8,3.9,20,0,0
2012,3.9,5.9,33.3,52,1,3.9,0,32,0,0
2012,3.9,11.1,31.2,46.5,0,6.3,0.9,146,1.4,4.1
2012,3.9,17.1,29.3,45.3,1.1,1.1,2.2,86,2.3,14
2012,26,3.8,19.2,34.6,38.5,0,3.8,0,19,0
2012,26,3.8,23.1,15.4,53.8,0,0,3.8,18,0
2012,52,3.8,23.1,48.1,23.1,0,0,1.9,52,3.8
2012,52,3.8,36.5,28.8,30.8,0,0,0,28,0
2012,78,3.8,11.5,25.6,56.4,0,2.6,0,37,0
2012,3.8,19.7,28,45.5,0,0.8,2.3,75,0,16
2012,3.8,3.8,11.3,71.7,0,3.8,5.7,28,0,0
2012,3.8,39.6,41.5,15.1,0,0,0,106,3.8,39.6
2012,3.8,13.2,24.5,56.6,0,1.9,0,26,7.7,11.5
2012,3.8,15,41.3,37.5,0,0,2.5,46,0,6.5
2012,3.8,16.3,23.8,52.5,0,2.5,1.3,41,0,4.9
2012,134,3.7,9.7,17.9,58.2,0,9,1.5,67,0
2012,3.7,17.3,27.2,45.7,0,0,6.2,46,0,13
2012,3.7,11.1,18.5,66.7,0,0,0,14,0,7.1
2012,27,3.7,18.5,37,33.3,0,3.7,3.7,14,0
2012,3.7,18.9,29.9,43.4,0,3.7,0.4,99,0,8.1
2012,3.7,19.3,18.3,55,0,3.7,0,55,0,14.5
2012,3.7,9.2,25.7,59.6,0,0.9,0.9,48,0,10.4
2012,109,3.7,16.5,34.9,44,0,0.9,0,52,1.9
2012,82,3.7,17.1,25.6,50,0,1.2,2.4,45,6.7
2012,55,3.6,21.8,30.9,40,0,3.6,0,29,6.9
2012,3.6,9.1,27.3,52.7,1.8,1.8,3.6,28,0,7.1
2012,3.6,25.5,47.3,23.6,0,0,0,22,4.5,4.5
2012,55,3.6,12.7,25.5,56.4,0,1.8,0,25,4
2012,55,3.6,23.6,40,30.9,0,0,1.8,23,0
2012,110,3.6,20.9,39.1,32.7,0,2.7,0.9,46,0
2012,3.6,8.1,23.4,52.5,0.5,9.4,2.6,166,2.4,6
2012,3.6,27.5,34.1,34.1,0,0,0.7,73,1.4,24.7
2012,3.6,24.2,33.5,34.5,0,2.1,2.1,70,0,20
2012,3.6,22.5,24.3,42.3,0,2.7,4.5,51,0,27.5
2012,3.6,3.6,25,57.1,3.6,0,7.1,11,0,0
2012,3.6,21.4,25,39.3,0,7.1,3.6,19,0,31.6
2012,3.6,21.4,32.1,41.1,0,0,1.8,28,3.6,17.9
2012,56,3.6,17.9,32.1,42.9,1.8,0,1.8,37,0
2012,3.6,19.6,28.6,42.9,0,3.6,1.8,35,5.7,22.9
2012,3.6,10.7,21.4,60.7,0,3.6,0,13,0,0
2012,3.6,17.9,36.9,33.3,0,0,8.3,84,3.6,17.9
2012,3.6,8.9,30.4,48.2,1.8,3.6,3.6,13,0,0
2012,3.6,11.9,32.1,46.4,0,1.2,4.8,35,0,2.9
2012,3.6,20.8,29.9,44.2,0.5,0.5,0.5,98,0,19.4
2012,3.6,15.4,26.6,43.8,4.1,2.4,4.1,106,0.9,12.3
2012,3.5,12.4,25.7,57.5,0,0,0.9,70,2.9,14.3
2012,113,3.5,11.5,29.2,50.4,0.9,2.7,1.8,62,0
2012,113,3.5,11.5,31.9,48.7,0,3.5,0.9,57,1.8
2012,3.5,22.4,38.8,32.9,0,1.2,1.2,17,0,0
2012,85,3.5,22.4,48.2,24.7,0,1.2,0,24,0
2012,3.5,11.8,27.1,50.6,0,3.5,3.5,51,5.9,11.8
2012,3.5,17.5,26.3,42.1,0,8.8,1.8,20,0,10
2012,57,3.5,8.8,36.8,47.4,0,3.5,0,34,0
2012,3.5,7,26.7,54.7,0,3.5,4.7,39,2.6,2.6
2012,172,3.5,34.9,39.5,18.6,0,0,3.5,172,3.5
2012,115,3.5,22.6,25.2,47,0,0.9,0.9,69,2.9
2012,3.5,13.9,20.8,49.3,2.1,6.9,3.5,100,2,12
2012,3.4,34.5,34.5,27.6,0,0,0,15,0,20
2012,3.4,8.6,20.7,62.1,0,1.7,3.4,38,0,7.9
2012,3.4,17.2,31,43.7,1.1,1.1,2.3,45,0,11.1
2012,3.4,14.3,28.1,49.3,0.5,3.4,1,95,2.1,11.6
2012,3.4,26.2,33.1,35.9,0,0.7,0.7,54,0,14.8
2012,3.4,10.3,6.9,65.5,0,6.9,6.9,20,5,15
2012,116,3.4,20.7,40.5,33.6,0,0.9,0.9,116,3.4
2012,146,3.4,15.1,32.9,45.2,0,2.1,1.4,45,0
2012,147,3.4,21.1,29.9,44.2,0,0.7,0.7,69,0
2012,59,3.4,23.7,23.7,45.8,0,0,3.4,28,3.6
2012,3.4,13.6,29.7,50.8,0,0,2.5,64,1.6,9.4
2012,59,3.4,15.3,44.1,33.9,0,0,3.4,27,3.7
2012,59,3.4,6.8,44.1,45.8,0,0,0,17,5.9
2012,3.4,3.4,16.9,72.9,0,1.7,1.7,20,0,0
2012,3.4,15.9,19.8,51.7,0,8.7,0.5,84,1.2,10.7
2012,3.4,29.7,33.1,33.1,0,0,0.7,54,0,16.7
2012,3.4,10.8,25,55.4,0,1.4,4.1,63,3.2,9.5
2012,89,3.4,14.6,29.2,47.2,3.4,1.1,1.1,42,0
2012,3.3,31.1,28.9,33.3,0,1.1,2.2,50,2,30
2012,3.3,30,20,46.7,0,0,0,21,0,38.1
2012,30,3.3,16.7,40,40,0,0,0,30,3.3
2012,30,3.3,20,13.3,63.3,0,0,0,17,0
2012,3.3,20.8,31.7,44.2,0,0,0,48,0,10.4
2012,3.3,16.7,33.3,45,0,0,1.7,21,0,4.8
2012,90,3.3,32.2,41.1,20,0,0,3.3,46,4.3
2012,3.3,9.9,13.2,56.3,0.7,12.6,4,53,1.9,9.4
2012,3.3,15.4,35.2,40.7,0,3.3,2.2,46,2.2,8.7
2012,3.3,15.4,20.9,58.2,1.1,1.1,0,32,0,0
2012,3.3,10.7,21.3,61.5,0,3.3,0,64,3.1,7.8
2012,61,3.3,24.6,19.7,49.2,0,3.3,0,31,0
2012,3.3,18,45.9,32.8,0,0,0,33,0,12.1
2012,92,3.3,23.9,26.1,41.3,0,1.1,4.3,60,3.3
2012,3.3,16.3,31.5,41.3,0,5.4,2.2,35,0,2.9
2012,3.3,7.3,25.2,61.8,0,2.4,0,62,0,1.6
2012,3.2,6.5,16.1,67.7,0,6.5,0,11,0,0
2012,3.2,19.4,32.3,45.2,0,0,0,18,5.6,27.8
2012,31,3.2,6.5,19.4,67.7,0,0,3.2,21,0
2012,3.2,15.1,32.3,48.4,0,1.1,0,44,2.3,18.2
2012,3.2,12.9,21.5,57,0,4.3,1.1,47,2.1,8.5
2012,62,3.2,14.5,29,50,0,0,3.2,27,0
2012,3.2,4,17.7,54,1.6,13.7,5.6,39,0,5.1
2012,3.2,8.6,23.7,61.3,0,1.1,2.2,38,0,2.6
2012,312,3.2,21.2,33.3,36.5,0,2.9,2.9,132,0.8
2012,94,3.2,13.8,25.5,56.4,0,0,1.1,40,0
2012,3.2,8.5,27.7,54.3,0,4.3,2.1,49,4.1,8.2
2012,3.2,8.5,25.5,59.6,0,2.1,1.1,40,0,7.5
2012,3.2,14.3,17.5,58.7,0,0,6.3,33,3,21.2
2012,3.2,36.5,38.1,22.2,0,0,0,63,3.2,36.5
2012,63,3.2,9.5,27,55.6,0,4.8,0,13,0
2012,63,3.2,34.9,39.7,22.2,0,0,0,63,3.2
2012,3.2,27,42.9,27,0,0,0,31,0,16.1
2012,3.2,22.2,35.7,33.9,0,2.7,2.3,84,0,3.6
2012,224,3.1,7.1,30.8,49.6,1.3,3.6,4.5,108,0.9
2012,3.1,15.6,40.6,37.5,0,3.1,0,20,0,10
2012,3.1,6.3,25,62.5,0,0,3.1,41,0,9.8
2012,64,3.1,9.4,20.3,50,0,14.1,3.1,28,0
2012,3.1,24,24,41.7,3.1,2.1,2.1,50,4,20
2012,3.1,9.4,20.3,45.3,0,15.6,6.3,22,0,0
2012,128,3.1,8.6,28.9,53.1,0,3.1,3.1,44,0
2012,129,3.1,7,25.6,60.5,0,0,3.9,73,1.4
2012,3.1,20.2,45.7,31,0,0,0,65,1.5,13.8
2012,65,3.1,10.8,29.2,53.8,0,0,3.1,30,0
2012,3.1,6.2,24.6,63.1,0,1.5,1.5,16,0,0
2012,3.1,4.6,15.4,60,0,9.2,7.7,24,0,0
2012,3.1,5.1,30.6,60.2,0,0,1,44,0,2.3
2012,3.1,19.4,45.9,27.6,0,0,4.1,98,3.1,19.4
2012,3.1,13.7,35.9,40.5,0,2.3,4.6,33,0,12.1
2012,3,11.7,25.9,54.8,0,1,3.6,91,2.2,8.8
2012,132,3,18.2,38.6,39.4,0,0.8,0,51,0
2012,3,15.2,31.8,47,1.5,1.5,0,40,2.5,10
2012,3,15.2,42.4,39.4,0,0,0,19,5.3,5.3
2012,3,7.6,40.9,42.4,0,0,6.1,31,0,9.7
2012,3,7.6,24.2,59.1,0,4.5,1.5,19,0,5.3
2012,3,8.6,37.4,44.4,0,4,2.5,98,0,6.1
2012,3,16.7,54.5,19.7,0,3,3,66,3,16.7
2012,33,3,9.1,24.2,39.4,3,12.1,9.1,10,0
2012,3,11.1,31.3,50.5,0,2,2,38,0,0
2012,3,9.5,23.5,55.5,1,6.5,1,116,1.7,7.8
2012,100,3,11,24,60,0,2,0,40,0
2012,100,3,22,39,31,0,1,4,53,1.9
2012,3,9,31.3,56.7,0,0,0,33,0,0
2012,3,14.8,21.5,57.8,0,3,0,72,2.8,16.7
2012,3,13.3,19.3,60,0,0.7,3.7,77,1.3,6.5
2012,3,16.3,34.8,40.7,0,0.7,4.4,54,0,9.3
2012,2.9,22.1,36.8,38.2,0,0,0,16,0,0
2012,170,2.9,19.4,32.4,44.7,0,0.6,0,96,2.1
2012,2.9,10.6,32.4,47.1,0,4.7,2.4,82,4.9,8.5
2012,102,2.9,7.8,33.3,47.1,1,2,5.9,41,0
2012,34,2.9,29.4,44.1,23.5,0,0,0,17,5.9
2012,34,2.9,17.6,52.9,26.5,0,0,0,12,0
2012,2.9,2.9,17.6,64.7,2.9,5.9,2.9,17,0,0
2012,2.9,8.8,23.5,64.7,0,0,0,12,0,8.3
2012,2.9,8.8,35.3,48.5,1.5,1.5,1.5,41,0,9.8
2012,2.9,14.7,52.9,29.4,0,0,0,14,0,14.3
2012,171,2.9,9.4,23.4,60.2,0.6,2.9,0.6,99,1
2012,2.9,10.9,25.5,54,0,3.6,2.9,64,1.6,9.4
2012,137,2.9,19,27,47.4,0,0.7,2.9,41,0
2012,2.9,10.7,26.2,53.4,1,5.8,0,50,0,0
2012,2.9,24.6,34.8,33.3,0,4.3,0,21,0,4.8
2012,69,2.9,20.3,39.1,36.2,0,0,1.4,38,0
2012,173,2.9,16.2,25.4,52.6,0,2.3,0.6,71,0
2012,104,2.9,10.6,25,51,0,6.7,3.8,35,0
2012,2.9,32.1,42.9,20,0,1.4,0.7,0,0,0
2012,2.9,8.6,24.8,55.2,0,4.8,3.8,38,2.6,2.6
2012,2.9,15.2,35.2,42.9,0,1.9,1.9,30,0,6.7
2012,35,2.9,0,11.4,65.7,2.9,14.3,2.9,13,0
2012,70,2.9,5.7,11.4,60,0,15.7,4.3,30,3.3
2012,2.9,13.6,28.6,50.7,0,1.4,2.9,69,2.9,11.6
2012,35,2.9,8.6,17.1,65.7,0,0,5.7,23,4.3
2012,2.9,10.7,34.3,51.4,0,0,0.7,88,0,5.7
2012,2.9,5.7,28.6,62.9,0,0,0,17,0,11.8
2012,106,2.8,21.7,41.5,33,0,0,0.9,41,0
2012,106,2.8,8.5,31.1,55.7,0,0.9,0.9,58,0
2012,2.8,27.2,46,23.9,0,0,0,87,1.1,20.7
2012,2.8,11.3,31,45.1,0,9.9,0,47,2.1,12.8
2012,2.8,2.8,22.5,52.1,1.4,14.1,4.2,29,3.4,3.4
2012,2.8,20.3,26.6,48.3,0,0.7,1.4,68,2.9,17.6
2012,2.8,25,43.5,25,0.9,0,2.8,29,0,10.3
2012,36,2.8,8.3,38.9,44.4,0,2.8,2.8,11,0
2012,2.8,16.7,38.9,38.9,0,2.8,0,5,0,0
2012,72,2.8,4.2,23.6,65.3,0,2.8,1.4,41,2.4
2012,2.8,8.3,14.8,63,0,5.6,5.6,57,0,5.3
2012,2.8,11.1,33.3,41.7,0,5.6,5.6,8,0,0
2012,36,2.8,0,25,50,0,11.1,11.1,19,5.3
2012,2.8,6.9,14.7,61.3,0.9,12.4,0.9,95,1.1,4.2
2012,181,2.8,8.8,23.8,58,0.6,1.1,5,79,1.3
2012,181,2.8,18.2,24.9,48.1,0,3.9,2.2,108,1.9
2012,2.8,13.8,22.9,48.6,0,10.1,1.8,38,2.6,10.5
2012,109,2.8,8.3,14.7,65.1,0.9,1.8,6.4,45,0
2012,73,2.7,13.7,23.3,56.2,2.7,1.4,0,44,0
2012,2.7,5.5,19.2,56.2,0,6.8,9.6,27,0,0
2012,2.7,16.4,28.8,50.7,0,1.4,0,44,2.3,13.6
2012,2.7,15.5,12.7,62.7,0,3.6,2.7,64,3.1,15.6
2012,2.7,21.8,34.5,34.5,0,3.6,2.7,44,0,15.9
2012,2.7,8.8,22.4,53.7,0,8.2,4.1,58,0,5.2
2012,2.7,16.8,48.9,29.9,0,1.6,0,82,1.2,11
2012,2.7,27.6,49.3,19.9,0,0,0.5,81,1.2,14.8
2012,2.7,13.5,18.9,52.7,0.5,9.9,1.8,108,0.9,5.6
2012,74,2.7,12.2,23,60.8,0,0,1.4,42,4.8
2012,2.7,8.1,32.4,54.1,0,2.7,0,22,0,9.1
2012,2.7,14.9,30.4,45.3,0,6.1,0.7,64,1.6,14.1
2012,2.7,2.7,18.9,59.5,0,13.5,2.7,14,0,0
2012,37,2.7,10.8,29.7,51.4,0,5.4,0,23,4.3
2012,2.7,12.2,31.1,52.7,0,0,1.4,74,2.7,12.2
2012,2.7,16.2,33.8,43.2,0,0,4.1,24,0,20.8
2012,2.7,5.4,22.3,54.7,0,7.4,7.4,55,0,7.3
2012,2.7,9.5,32.4,50,2.7,2.7,0,40,0,2.5
2012,2.7,22.7,33.3,40,1.3,0,0,29,3.4,31
2012,75,2.7,8,13.3,69.3,0,5.3,1.3,31,0
2012,75,2.7,22.7,24,45.3,0,1.3,4,34,2.9
2012,2.7,17.3,28,49.3,0,2.7,0,46,2.2,15.2
2012,2.7,16,26.7,53.3,0,1.3,0,41,0,14.6
2012,75,2.7,4,21.3,64,0,4,4,39,0
2012,2.7,15.3,26.7,52.7,0,0,2.7,83,3.6,15.7
2012,151,2.6,8.6,15.9,57,1.3,12.6,2,68,1.5
2012,151,2.6,15.9,34.4,45.7,0,1.3,0,84,1.2
2012,189,2.6,9,21.7,53.4,1.6,10.6,1.1,82,0
2012,38,2.6,15.8,23.7,52.6,0,0,5.3,19,5.3
2012,2.6,13.2,25,55.3,1.3,0,2.6,46,0,6.5
2012,38,2.6,13.2,50,34.2,0,0,0,19,5.3
2012,2.6,25.4,33.3,35.1,1.8,0.9,0.9,55,0,25.5
2012,2.6,18.9,34.7,43.7,0,0,0,93,0,6.5
2012,2.6,11.8,26.3,57.9,1.3,0,0,31,0,9.7
2012,2.6,15.8,34.2,43.4,0,1.3,2.6,43,0,7
2012,2.6,5.8,22.1,53.7,0,12.6,3.2,92,0,3.3
2012,76,2.6,14.5,35.5,46.1,0,0,1.3,26,0
2012,498,2.6,16.5,31.1,43.6,0,4.6,1.6,211,1.4
2012,115,2.6,6.1,20.9,61.7,0,4.3,4.3,71,2.8
2012,2.6,6.1,20.9,57.4,0,7,6.1,53,0,5.7
2012,2.6,14.3,39,39,0,2.6,2.6,43,2.3,9.3
2012,2.6,7.8,32.5,48.1,1.3,6.5,1.3,41,0,4.9
2012,77,2.6,11.7,40.3,39,0,3.9,2.6,53,0
2012,2.6,6.5,28.6,58.4,0,1.3,2.6,45,2.2,2.2
2012,2.6,3.9,16.9,61,1.3,13,1.3,26,0,0
2012,2.6,17.1,24.8,53.8,0,0.9,0.9,35,0,11.4
2012,2.6,6.4,21.8,67.9,0,0,1.3,40,2.5,5
2012,39,2.6,10.3,25.6,61.5,0,0,0,22,0
2012,234,2.6,17.5,24.4,51.3,0,2.1,2.1,130,0.8
2012,39,2.6,10.3,30.8,53.8,0,0,2.6,5,0
2012,2.6,12.8,25.6,56.4,0,2.6,0,20,0,10
2012,118,2.5,13.6,26.3,54.2,0,0,3.4,75,0
2012,2.5,21.2,41.5,32.2,0.8,0,1.7,34,0,5.9
2012,118,2.5,11.9,38.1,39.8,0,5.1,2.5,60,1.7
2012,197,2.5,7.1,24.4,59.9,0,2.5,3.6,108,0.9
2012,2.5,16.5,34.2,40.5,1.3,1.3,3.8,39,0,17.9
2012,199,2.5,7,28.6,51.3,1.5,3.5,5.5,79,1.3
2012,2.5,7.5,32.5,55,0,2.5,0,20,5,5
2012,120,2.5,5,19.2,53.3,0,15,5,36,2.8
2012,2.5,12.5,10,72.5,2.5,0,0,22,0,9.1
2012,80,2.5,35,38.8,18.8,0,2.5,2.5,28,0
2012,2.5,10,20,52.5,2.5,10,2.5,24,0,0
2012,2.5,18.8,36.3,40.8,0,1.7,0,130,1.5,13.1
2012,2.5,7.5,18.8,60,1.3,2.5,7.5,45,0,4.4
2012,2.5,30.8,44.2,21.7,0.8,0,0,58,0,36.2
2012,2.5,17.5,30,47.5,0,0,2.5,21,0,4.8
2012,121,2.5,9.9,23.1,61.2,0,2.5,0.8,59,1.7
2012,2.5,9.9,16,65.4,1.2,4.9,0,34,0,5.9
2012,2.5,9.9,33.3,46.9,0,4.9,2.5,32,0,6.3
2012,2.5,25.9,54.3,17.3,0,0,0,81,2.5,25.9
2012,2.5,13.1,31.1,48.4,0,4.1,0.8,67,1.5,7.5
2012,2.5,14.7,39.2,42.6,0.5,0,0.5,112,0,12.5
2012,2.4,8.5,31.7,50,1.2,1.2,4.9,43,4.7,2.3
2012,82,2.4,18.3,26.8,50,1.2,0,1.2,45,0
2012,41,2.4,12.2,36.6,46.3,0,0,2.4,19,0
2012,41,2.4,17.1,24.4,41.5,7.3,2.4,4.9,18,0
2012,41,2.4,7.3,39,43.9,2.4,4.9,0,23,4.3
2012,41,2.4,9.8,24.4,58.5,0,2.4,2.4,17,0
2012,82,2.4,8.5,25.6,58.5,0,2.4,2.4,43,0
2012,2.4,13,17.8,57,1.4,7.8,0.5,147,0,12.9
2012,2.4,8.9,17.8,54.3,0,13,3.6,81,0,6.2
2012,83,2.4,22.9,36.1,38.6,0,0,0,45,2.2
2012,2.4,10.8,31.3,50.6,0,4.8,0,36,2.8,5.6
2012,2.4,9.6,32.3,49.7,0.6,4.2,1.2,93,2.2,8.6
2012,167,2.4,12,29.3,50.9,0,4.2,1.2,87,2.3
2012,2.4,59.5,31,4.8,0,0,2.4,42,2.4,59.5
2012,2.4,9.5,22.6,53.6,0,7.1,4.8,23,0,4.3
2012,2.4,7.1,16.7,66.7,2.4,0,4.8,23,4.3,0
2012,2.4,35.7,42.9,19,0,0,0,35,2.9,37.1
2012,2.4,19,41.7,34.5,0,1.2,1.2,81,2.5,18.5
2012,42,2.4,52.4,42.9,0,2.4,0,0,42,2.4
2012,42,2.4,9.5,35.7,45.2,2.4,4.8,0,20,0
2012,2.4,21.4,38.1,34.1,0,1.6,2.4,46,0,17.4
2012,2.4,4,25.4,61.9,0.8,4,1.6,58,0,0
2012,2.4,7.1,19,64.3,0,4.8,2.4,15,0,0
2012,295,2.4,9.2,33.6,49.2,0.3,4.1,1.4,138,0
2012,2.4,9,28.4,55,0,2.8,2.4,99,1,5.1
2012,2.4,21.2,28.2,45.9,0,1.2,1.2,42,0,23.8
2012,2.4,14.1,32.9,45.9,0,1.8,2.9,87,0,10.3
2012,2.4,23.5,36.5,32.9,0,3.5,1.2,29,0,13.8
2012,2.4,7.1,17.6,65.9,0,7.1,0,44,0,2.3
2012,129,2.3,10.9,26.4,55.8,0,1.6,3.1,60,1.7
2012,86,2.3,18.6,29.1,45.3,1.2,3.5,0,41,2.4
2012,2.3,14,23.3,55.8,1.2,2.3,1.2,42,2.4,11.9
2012,2.3,14,27.9,46.5,2.3,7,0,22,0,4.5
2012,2.3,23.3,41.9,32.6,0,0,0,108,2.8,24.1
2012,2.3,11.6,23.3,60.5,0,2.3,0,17,0,5.9
2012,2.3,9.3,16.3,51.2,0,16.3,4.7,18,0,0
2012,2.3,20.2,29.5,43.4,0.8,1.6,2.3,55,0,20
2012,2.3,9.3,20.4,60.2,0,5.6,2.3,112,1.8,2.7
2012,2.3,16.9,32.3,44.6,0,1.5,2.3,64,1.6,20.3
2012,87,2.3,11.5,27.6,50.6,2.3,4.6,1.1,52,1.9
2012,87,2.3,17.2,29.9,47.1,0,2.3,1.1,37,0
2012,2.3,9.8,27,58,0,2.9,0,86,0,7
2012,2.3,7.3,16.5,57.8,0.5,11.5,4.1,107,1.9,4.7
2012,44,2.3,4.5,15.9,59.1,0,11.4,6.8,14,0
2012,44,2.3,25,31.8,40.9,0,0,0,29,3.4
2012,2.3,9.1,25,55.7,0,4.5,3.4,49,0,2
2012,44,2.3,9.1,20.5,45.5,2.3,13.6,6.8,22,0
2012,44,2.3,4.5,15.9,72.7,0,4.5,0,13,0
2012,2.3,15.9,36.4,43.2,0,2.3,0,19,0,10.5
2012,2.3,15.8,32.1,45.7,0,1.8,2.3,82,0,7.3
2012,134,2.2,27.6,46.3,22.4,0,0,1.5,59,3.4
2012,134,2.2,18.7,25.4,47,0,6,0.7,69,0
2012,2.2,16.4,34.3,42.5,0,0.7,3.7,52,0,7.7
2012,2.2,8.9,31.1,48.9,0,4.4,4.4,22,0,9.1
2012,2.2,8.9,35.6,53.3,0,0,0,17,0,0
2012,2.2,3.3,18.9,65.6,0,8.9,1.1,40,0,2.5
2012,45,2.2,22.2,28.9,46.7,0,0,0,20,0
2012,2.2,6.7,35.6,55.6,0,0,0,11,0,0
2012,2.2,8.9,24.4,53.3,0,2.2,8.9,15,0,6.7
2012,2.2,13.3,20,53.3,0,8.9,2.2,16,0,0
2012,90,2.2,12.2,25.6,50,0,3.3,6.7,37,0
2012,2.2,0,24.4,53.3,2.2,8.9,8.9,14,0,0
2012,90,2.2,6.7,36.7,51.1,1.1,2.2,0,36,0
2012,45,2.2,6.7,35.6,53.3,0,2.2,0,17,0
2012,45,2.2,8.9,40,44.4,0,4.4,0,45,2.2
2012,2.2,5.9,23.7,63.7,0.7,0,3.7,67,1.5,4.5
2012,2.2,12.7,32,51.4,0,1.7,0,94,1.1,14.9
2012,2.2,6.6,24.3,58.1,0,8.1,0.7,57,1.8,5.3
2012,2.2,11,26.4,53.8,0,3.3,3.3,28,0,0
2012,2.2,12.1,39.6,41.8,0,4.4,0,48,0,8.3
2012,91,2.2,15.4,23.1,57.1,0,1.1,1.1,43,0
2012,137,2.2,8,10.2,73.7,0,2.2,3.6,72,0
2012,2.2,13.7,39.3,40.4,0.5,2.7,1.1,102,1,5.9
