YEAR(Integer),DIV1(Double),DIV2(Double),DIV3(Double),DIV4(Double),DIV7(Double),DIV9(Double),X(Double),FEMALECANDIDATES(Double),FEMALEDIV1(Double),FEMALEDIV2(Double)
2014,0,1.1,7.8,66.7,1.1,21.1,2.2,35,0,0
2014,80,0,5,18.8,70,0,3.8,2.5,36,0
2014,0,3.9,15,60,0,21.1,0,70,0,2.9
2014,111,0,12.6,13.5,64,0,7.2,2.7,40,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,5.6,11.1,77.8,0,0,5.6,11,0,9.1
2014,0,8,12,76,0,3.3,0.7,65,0,6.2
2014,0,3.3,19.7,69.7,0,4.1,3.3,62,0,0
2014,0,2.2,7.2,75.5,0,15.1,0,56,0,3.6
2014,72,0,9.7,11.1,68.1,1.4,8.3,1.4,34,0
2014,125,0,4,4,64,0,25.6,2.4,65,0
2014,0,0,4.7,83.7,0,11.6,0,26,0,0
2014,0,7.6,20.3,44.1,11,15.3,1.7,81,0,2.5
2014,0,2.2,14.9,72.4,0.7,8.2,1.5,65,0,0
2014,89,0,6.7,16.9,50.6,0,22.5,3.4,46,0
2014,0,7.5,10.3,58.9,0.9,19.6,2.8,53,0,7.5
2014,0,3.3,11.7,56.7,0,24.2,4.2,52,0,0
2014,104,0,4.8,12.5,64.4,0,15.4,2.9,39,0
2014,0,7.5,14,64.5,0,14,0,42,0,4.8
2014,51,0,11.8,33.3,49,0,2,3.9,26,0
2014,0,4.4,12.5,65.3,0.4,15.3,2,112,0,2.7
2014,100,0,1,11,70,0,15,3,41,0
2014,118,0,3.4,12.7,52.5,0,28.8,2.5,58,0
2014,0,13,24.7,51.9,0,7.8,2.6,36,0,8.3
2014,0,18.2,27.3,36.4,0,18.2,0,8,0,0
2014,0,33.3,16.7,50,0,0,0,4,0,25
2014,16,0,12.5,25,50,0,12.5,0,8,0
2014,0,2.9,11.5,70.2,1,13.5,1,45,0,0
2014,0,5.6,10.1,64,1.1,16.9,2.2,36,0,2.8
2014,0,11.1,28.9,51.1,0,4.4,4.4,22,0,0
2014,0,6.6,12.4,53.3,0.7,25.5,1.5,57,0,3.5
2014,0,12.2,27.9,49,0,9.5,1.4,85,0,9.4
2014,0,1.8,12.3,49.1,0,36.8,0,23,0,0
2014,0,2.9,14.5,69.6,2.9,8.7,1.4,23,0,0
2014,0,1.4,14.4,67.1,0.7,13,3.4,55,0,0
2014,0,4.5,17.9,54.5,0,16.7,6.4,65,0,3.1
2014,0,0,20.1,59.7,1.4,13.7,5,36,0,0
2014,0,3.6,16,58.4,0.8,20.8,0.4,68,0,1.5
2014,0,9.3,24,53.3,1.3,6.7,5.3,15,0,0
2014,73,0,12.3,50.7,35.6,0,0,1.4,73,0
2014,0,1.6,18.8,60.9,1.6,15.6,1.6,19,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,5,7.5,82.5,0,5,0,19,0,5.3
2014,23,0,8.7,34.8,56.5,0,0,0,16,0
2014,0,3.3,9.8,83.6,0,3.3,0,29,0,0
2014,59,0,8.5,28.8,61,0,0,1.7,29,0
2014,47,0,4.3,12.8,72.3,0,10.6,0,26,0
2014,46,0,28.3,28.3,43.5,0,0,0,15,0
2014,0,10.3,27.6,55.2,0,0,6.9,10,0,10
2014,0,1,25.7,62.4,0,6.9,4,37,0,0
2014,54,0,3.7,14.8,79.6,0,1.9,0,27,0
2014,0,0,0,0,0,0,100,0,0,0
2014,46,0,4.3,10.9,78.3,0,6.5,0,22,0
2014,37,0,2.7,8.1,78.4,2.7,8.1,0,17,0
2014,0,6.5,19.4,68.5,0,2.8,2.8,54,0,5.6
2014,37,0,10.8,24.3,59.5,0,2.7,2.7,22,0
2014,0,22.2,33.3,38.9,0,0,5.6,13,0,15.4
2014,0,3.1,10.8,72.3,1.5,9.2,3.1,41,0,2.4
2014,0,0,0,93.8,0,6.3,0,7,0,0
2014,0,10.5,43.9,43.9,0,0,1.8,38,0,7.9
2014,0,4,16,68,0,12,0,10,0,0
2014,56,0,3.6,7.1,82.1,1.8,1.8,3.6,22,0
2014,58,0,3.4,10.3,74.1,0,10.3,1.7,24,0
2014,50,0,2,14,74,0,8,2,23,0
2014,32,0,12.5,25,37.5,6.3,18.8,0,18,0
2014,60,0,10,13.3,70,0,3.3,3.3,34,0
2014,53,0,3.8,11.3,69.8,0,11.3,3.8,23,0
2014,119,0,16,26.9,54.6,0,0,2.5,65,0
2014,28,0,21.4,32.1,42.9,0,0,3.6,18,0
2014,0,2.9,11.8,72.1,0,11.8,1.5,14,0,0
2014,0,6.3,12.5,81.3,0,0,0,12,0,8.3
2014,12,0,0,50,50,0,0,0,2,0
2014,0,8.1,22.2,67.7,0,1,1,57,0,5.3
2014,0,7.8,29.4,62.7,0,0,0,30,0,3.3
2014,0,6.8,18.2,69.3,0,3.4,2.3,41,0,4.9
2014,0,3.8,28.2,65.4,0,1.3,1.3,32,0,3.1
2014,0,5.2,18.2,66.2,1.3,7.8,1.3,40,0,0
2014,0,1.4,7,85.9,0,5.6,0,23,0,0
2014,0,5.6,3.7,77.8,0,11.1,1.9,24,0,0
2014,0,8.6,18.3,71,0,2.2,0,54,0,3.7
2014,0,6.5,9.7,79,1.6,0,3.2,29,0,0
2014,0,14.6,31.3,51,0,0,3.1,57,0,12.3
2014,86,0,8.1,17.4,69.8,0,3.5,1.2,56,0
2014,46,0,13,26.1,60.9,0,0,0,24,0
2014,28,0,7.1,10.7,75,7.1,0,0,12,0
2014,0,2.3,7,86,2.3,2.3,0,21,0,4.8
2014,0,10.3,12.8,69.2,0,5.1,2.6,14,0,21.4
2014,0,4.3,8.6,74.3,0,10,2.9,33,0,0
2014,12,0,0,8.3,58.3,0,33.3,0,5,0
2014,41,0,2.4,4.9,75.6,0,14.6,2.4,19,0
2014,131,0,5.3,13.7,76.3,0,3.1,1.5,49,0
2014,0,3.3,36.7,56.7,0,1.7,1.7,20,0,5
2014,93,0,14,24.7,54.8,0,4.3,2.2,49,0
2014,0,3.1,21.5,72.3,1.5,1.5,0,24,0,0
2014,0,7.1,25.5,67.3,0,0,0,58,0,5.2
2014,54,0,7.4,20.4,70.4,0,0,1.9,27,0
2014,91,0,5.5,19.8,71.4,0,2.2,1.1,37,0
2014,0,6.4,26.9,65.4,0,1.3,0,28,0,0
2014,82,0,3.7,7.3,69.5,1.2,13.4,4.9,32,0
2014,96,0,10.4,22.9,56.3,0,2.1,8.3,39,0
2014,40,0,12.5,37.5,50,0,0,0,19,0
2014,0,15.8,10.5,73.7,0,0,0,7,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,0,14.7,75,0,8.8,1.5,26,0,0
2014,95,0,14.7,32.6,49.5,0,3.2,0,38,0
2014,40,0,12.5,30,57.5,0,0,0,23,0
2014,38,0,5.3,21.1,68.4,0,0,5.3,18,0
2014,48,0,14.6,18.8,66.7,0,0,0,18,0
2014,37,0,0,10.8,86.5,0,2.7,0,12,0
2014,0,12.7,33.8,53.5,0,0,0,32,0,6.3
2014,0,13.3,13.3,73.3,0,0,0,9,0,0
2014,70,0,7.1,20,64.3,0,5.7,2.9,31,0
2014,0,15,30,52.5,0,2.5,0,20,0,10
2014,47,0,0,23.4,76.6,0,0,0,24,0
2014,0,7,28.2,53.5,0,2.8,8.5,31,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,2.1,8.6,72.1,0,15.7,1.4,65,0,1.5
2014,0,4.3,14,68.8,1.1,9.7,2.2,37,0,0
2014,0,7.5,23.4,54.2,0,15,0,52,0,3.8
2014,0,3.4,10.7,63.2,0.7,19.9,2.1,133,0,0.8
2014,0,7.7,25.6,47.4,0,16.7,2.6,38,0,10.5
2014,0,4.8,14.3,73.8,0,4.8,2.4,19,0,0
2014,20,0,0,10,65,0,25,0,3,0
2014,0,0,22.7,61.4,2.3,11.4,2.3,16,0,0
2014,0,1.9,13.6,63.6,1.9,16.2,2.6,39,0,2.6
2014,0,11.1,30.6,55.6,0,2.8,0,26,0,7.7
2014,144,0,3.5,13.2,61.1,0.7,19.4,2.1,52,0
2014,161,0,3.7,6.8,53.4,0,29.8,6.2,59,0
2014,79,0,6.3,10.1,68.4,0,12.7,2.5,27,0
2014,0,0.8,14.3,63,0.8,18.5,2.5,52,0,0
2014,64,0,6.3,15.6,65.6,0,12.5,0,36,0
2014,49,0,2,18.4,67.3,0,8.2,4.1,19,0
2014,147,0,2,9.5,61.9,0,25.9,0.7,72,0
2014,19,0,5.3,26.3,63.2,0,0,5.3,14,0
2014,0,10,15,70,0,5,0,20,0,5
2014,0,0,0,0,0,0,0,0,0,0
2014,0,2.8,15.1,68.2,0.6,13.4,0,90,0,1.1
2014,0,4.2,9.8,57.6,0.8,26.5,1.1,114,0,1.8
2014,0,1,26,70,0,3,0,47,0,0
2014,0,13,22.2,61.1,0,3.7,0,34,0,5.9
2014,0,0,0,0,0,0,0,0,0,0
2014,47,0,14.9,23.4,51.1,0,2.1,8.5,29,0
2014,0,2.9,25.7,71.4,0,0,0,17,0,5.9
2014,0,4.5,16.7,66.7,1.5,9.1,1.5,38,0,2.6
2014,408,0,6.1,16.7,63.2,0.2,12.5,1.2,219,0
2014,0,7.3,21.8,63.6,0,7.3,0,27,0,3.7
2014,90,0,6.7,12.2,64.4,0,16.7,0,40,0
2014,0,8.6,15.5,65.5,0,5.2,5.2,33,0,9.1
2014,0,1.4,17.6,63.5,0,12.2,5.4,37,0,2.7
2014,40,0,12.5,17.5,60,0,7.5,2.5,17,0
2014,46,0,0,13,84.8,0,2.2,0,29,0
2014,69,0,4.3,10.1,63.8,0,20.3,1.4,33,0
2014,107,0,7.5,19.6,68.2,0,4.7,0,64,0
2014,173,0,8.7,11.6,67.1,1.2,6.9,4.6,89,0
2014,57,0,24.6,29.8,40.4,0,5.3,0,25,0
2014,28,0,3.6,10.7,67.9,0,17.9,0,17,0
2014,33,0,6.1,15.2,69.7,0,6.1,3,14,0
2014,0,0,5,75,10,10,0,12,0,0
2014,38,0,15.8,36.8,39.5,0,0,7.9,22,0
2014,120,0,11.7,22.5,61.7,0,2.5,1.7,75,0
2014,19,0,10.5,26.3,57.9,0,5.3,0,13,0
2014,0,0,0,0,0,0,0,0,0,0
2014,90,0,10,17.8,66.7,0,3.3,2.2,35,0
2014,0,5.9,47.1,47.1,0,0,0,10,0,0
2014,0,7,18.6,55.8,0,16.3,2.3,22,0,4.5
2014,0,4.4,16.8,72.3,0,4.4,2.2,64,0,3.1
2014,28,0,17.9,32.1,46.4,0,0,3.6,28,0
2014,103,0,2.9,13.6,69.9,0,12.6,1,36,0
2014,0,0,0,0,0,0,0,0,0,0
2014,69,0,7.2,23.2,59.4,0,8.7,1.4,34,0
2014,0,3.8,12.7,60.8,0,21.5,1.3,33,0,3
2014,177,0,10.2,13.6,70.1,0,5.1,1.1,79,0
2014,0,2.1,19.6,52.6,0,22.7,3.1,42,0,2.4
2014,0,10.1,31.9,56.5,0,1.4,0,33,0,12.1
2014,0,6.7,13.3,71.1,0,4.4,4.4,20,0,5
2014,0,6.9,34.5,44.8,0,6.9,6.9,19,0,5.3
2014,49,0,2,22.4,59.2,0,12.2,4.1,12,0
2014,0,17.9,28.6,46.4,0,3.6,3.6,14,0,0
2014,0,12.7,21.5,63.3,0,2.5,0,37,0,5.4
2014,0,3.5,25.9,56.5,0,10.6,3.5,28,0,0
2014,0,19.7,26.3,50,0,3.9,0,76,0,19.7
2014,83,0,2.4,14.5,63.9,0,18.1,1.2,39,0
2014,0,17,29.8,53.2,0,0,0,27,0,7.4
2014,53,0,3.8,22.6,64.2,0,5.7,3.8,21,0
2014,31,0,0,12.9,77.4,0,9.7,0,31,0
2014,55,0,3.6,21.8,60,1.8,9.1,3.6,30,0
2014,0,8.3,25,58.3,0,8.3,0,3,0,33.3
2014,96,0,2.1,6.3,66.7,2.1,20.8,2.1,50,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,3.4,12.1,57.7,0.7,23.5,2.7,54,0,0
2014,0,4.1,10.6,57.7,0.8,24.4,2.4,57,0,1.8
2014,0,5.6,14.8,68.5,0,9.3,1.9,24,0,4.2
2014,0,1.6,8.2,59,0,31.1,0,25,0,0
2014,0,1.7,9.6,78.3,0.9,7.8,1.7,41,0,0
2014,259,0,0.8,9.3,59.5,0.8,28.2,1.5,75,0
2014,121,0,5.8,17.4,61.2,0,14.9,0.8,43,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,62,0,3.2,17.7,59.7,0,12.9,6.5,33,0
2014,0,2,38.8,57.1,0,0,2,32,0,3.1
2014,0,3.5,22.6,61.7,3.5,6.1,2.6,56,0,5.4
2014,30,0,0,23.3,50,0,13.3,13.3,21,0
2014,0,0,5.3,84.2,0,10.5,0,25,0,0
2014,0,0,10.2,85.7,2,2,0,22,0,0
2014,52,0,1.9,11.5,73.1,1.9,9.6,1.9,20,0
2014,0,0,9.4,84.4,0,0,6.3,22,0,0
2014,0,6.7,25.6,54.4,1.1,12.2,0,36,0,8.3
2014,0,5.9,20.6,44.1,17.6,8.8,2.9,20,0,5
2014,0,7.1,35.7,50,0,7.1,0,17,0,0
2014,0,5.1,13.2,72.8,0,6.6,2.2,49,0,2
2014,0,0,24.1,72.4,0,0,3.4,16,0,0
2014,0,14.8,18.5,59.3,0,7.4,0,19,0,15.8
2014,0,1.3,16,72,0,6.7,4,37,0,0
2014,0,8.3,5.6,75,2.8,2.8,5.6,19,0,0
2014,72,0,1.4,15.3,75,0,4.2,4.2,46,0
2014,11,0,9.1,9.1,72.7,0,0,9.1,5,0
2014,0,3,13.4,73.1,3,3,4.5,37,0,5.4
2014,0,1.8,22.8,64.9,0,7,3.5,31,0,3.2
2014,0,9.1,27.3,59.1,0,4.5,0,11,0,0
2014,92,0,6.5,27.2,60.9,1.1,3.3,1.1,48,0
2014,32,0,6.3,31.3,53.1,0,9.4,0,6,0
2014,85,0,2.4,14.1,70.6,5.9,3.5,3.5,43,0
2014,15,0,13.3,6.7,73.3,0,0,6.7,7,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,14.5,29,51.6,0,4.8,0,34,0,14.7
2014,0,3.9,28.9,60.5,0,6.6,0,36,0,8.3
2014,0,3.8,20,59,1,15.2,1,42,0,2.4
2014,0,2.6,15.8,60.5,0,18.4,2.6,14,0,0
2014,0,9.1,15.9,52.3,0,22.7,0,19,0,10.5
2014,0,0,22.7,61.4,0,15.9,0,21,0,0
2014,0,3.7,29.6,66.7,0,0,0,7,0,0
2014,0,4.2,16.7,75,0,4.2,0,11,0,0
2014,0,0,17.2,65.5,0,13.8,3.4,9,0,0
2014,0,5.3,21.3,51.1,0,22.3,0,43,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,10.1,14.5,58,0,15.9,1.4,31,0,9.7
2014,41,0,9.8,19.5,48.8,4.9,7.3,9.8,15,0
2014,0,1.6,16.1,71,0,9.7,1.6,26,0,0
2014,0,5.5,11,58.9,0,17.8,6.8,40,0,0
2014,0,4.3,14.9,63.8,0,17,0,28,0,0
2014,0,0,30,30,0,35,5,20,0,0
2014,0,9.1,26.1,55.7,0,9.1,0,46,0,4.3
2014,117,0,5.1,19.7,66.7,0,8.5,0,49,0
2014,140,0,2.1,14.3,56.4,0.7,22.9,3.6,48,0
2014,0,2,26.5,67.3,0,4.1,0,15,0,0
2014,0,3.5,22.4,52.9,0,21.2,0,30,0,0
2014,0,4.7,27.1,58.8,1.2,5.9,2.4,34,0,2.9
2014,0,2.3,19.2,67.7,0,10,0.8,43,0,0
2014,0,5.1,15.4,61.5,0,15.4,2.6,10,0,0
2014,77,0,10.4,24.7,50.6,0,11.7,2.6,24,0
2014,0,1.8,14.5,56.4,0,23.6,3.6,25,0,0
2014,17,0,0,29.4,52.9,0,11.8,5.9,7,0
2014,60,0,6.7,20,63.3,0,5,5,13,0
2014,23,0,0,30.4,65.2,0,4.3,0,8,0
2014,20,0,0,0,70,0,25,5,10,0
2014,0,5.2,19.5,63.6,0,11.7,0,34,0,2.9
2014,0,8.1,27.9,55.9,0,6.3,1.8,41,0,0
2014,0,3.8,24,52.9,1.9,14.4,2.9,26,0,3.8
2014,0,2.4,18.8,62.4,0,15.3,1.2,24,0,0
2014,0,10.7,50,39.3,0,0,0,11,0,9.1
2014,0,2.9,34.3,57.1,0,5.7,0,70,0,2.9
2014,28,0,10.7,25,64.3,0,0,0,8,0
2014,65,0,4.6,16.9,60,0,18.5,0,25,0
2014,44,0,2.3,9.1,50,2.3,36.4,0,10,0
2014,0,3.8,19.2,69.2,0,3.8,3.8,7,0,0
2014,0,8.5,12.7,66.2,0,9.9,2.8,16,0,0
2014,0,5.6,27.8,58.3,0,5.6,2.8,10,0,0
2014,0,8.7,17.4,58.7,0,14.5,0.7,33,0,9.1
2014,50,0,2,38,48,0,12,0,13,0
2014,0,4,32.3,56.6,0,4,3,22,0,0
2014,0,10.5,25.7,59,0,4.8,0,28,0,0
2014,0,3.9,37.3,51,0,5.9,2,12,0,0
2014,85,0,9.4,40,47.1,0,3.5,0,85,0
2014,100,0,9,21,66,0,4,0,48,0
2014,0,4.8,10.9,65.3,0,19,0,72,0,1.4
2014,0,14.3,23.8,38.1,0,21.4,2.4,13,0,15.4
2014,49,0,0,4.1,61.2,0,32.7,2,19,0
2014,0,13.1,25,58.3,0,1.2,2.4,37,0,5.4
2014,130,0,5.4,17.7,50.8,0,24.6,1.5,38,0
2014,76,0,19.7,30.3,48.7,0,1.3,0,37,0
2014,33,0,9.1,6.1,66.7,0,12.1,6.1,16,0
2014,59,0,5.1,20.3,57.6,3.4,8.5,5.1,43,0
2014,0,0,11.1,75.9,0,13,0,15,0,0
2014,0,3.1,6.3,75,6.3,6.3,3.1,8,0,0
2014,0,4.7,37.2,44.2,0,9.3,4.7,14,0,0
2014,0,3,20.8,66.3,0,8.9,1,30,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,0.8,10.4,64,0.8,20,4,47,0,2.1
2014,0,4.1,13.3,72.4,1,7.1,2,32,0,6.3
2014,0,12.4,24.8,55.8,0,3.5,3.5,52,0,11.5
2014,48,0,8.3,29.2,62.5,0,0,0,25,0
2014,0,4.1,21.9,61.6,0,9.6,2.7,37,0,2.7
2014,46,0,13,15.2,69.6,0,0,2.2,17,0
2014,0,1.5,15.2,77.3,0,4.5,1.5,31,0,0
2014,0,6.5,23.4,67.5,0,2.6,0,41,0,4.9
2014,0,2,14.3,63.3,0,18.4,2,27,0,0
2014,0,17.9,18.8,62.5,0,0,0.9,67,0,13.4
2014,0,14,33.3,50.9,0,1.8,0,33,0,6.1
2014,0,0.9,8.5,82.1,0,5.7,2.8,38,0,0
2014,0,22.7,18.2,59.1,0,0,0,16,0,25
2014,57,0,7,33.3,59.6,0,0,0,30,0
2014,26,0,3.8,26.9,69.2,0,0,0,15,0
2014,35,0,11.4,14.3,62.9,0,8.6,2.9,19,0
2014,0,8,24,64,0,0,4,24,0,8.3
2014,0,6,26.9,64.2,0,1.5,1.5,35,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,3,17.9,74.6,0,3,1.5,38,0,0
2014,0,9.4,18.8,71.9,0,0,0,32,0,9.4
2014,0,8.7,24.6,65.2,0,0,1.4,69,0,8.7
2014,0,9.9,27.2,61.7,0,0,1.2,32,0,6.3
2014,0,8.1,18.9,64.9,0,5.4,2.7,12,0,0
2014,0,9.4,26.6,60.9,0,0,3.1,31,0,3.2
2014,0,6.1,15.2,72.7,0,6.1,0,13,0,0
2014,64,0,6.3,18.8,71.9,0,0,3.1,29,0
2014,0,0,21.2,78.8,0,0,0,12,0,0
2014,0,10,18.3,70,0,1.7,0,22,0,9.1
2014,0,5.3,31.6,63.2,0,0,0,2,0,0
2014,0,0,0,0,0,0,0,0,0,0
2014,159,0,6.3,20.8,61.6,0,8.8,2.5,64,0
2014,0,3.9,13.9,57.8,0,23.9,0.6,88,0,1.1
2014,106,0,7.5,15.1,70.8,0,6.6,0,47,0
2014,0,7,18.9,55.2,0,15.4,3.5,40,0,2.5
2014,0,6.7,33.3,55.6,2.2,2.2,0,19,0,0
2014,37,0,2.7,37.8,56.8,0,0,2.7,37,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,6.4,27.7,55.3,0,2.1,8.5,7,0,14.3
2014,119,0,3.4,4.2,65.5,0,22.7,4.2,34,0
2014,24,0,0,25,54.2,16.7,4.2,0,8,0
2014,0,4.9,23.2,54.9,0,13.4,3.7,34,0,2.9
2014,0,0,15.6,59.4,0,25,0,13,0,0
2014,0,7.5,19.9,62.7,0,8.1,1.9,77,0,6.5
2014,36,0,0,11.1,47.2,0,36.1,5.6,36,0
2014,0,2.9,17.6,58.8,2.9,17.6,0,6,0,0
2014,0,10,30,46.7,0,6.7,6.7,6,0,16.7
2014,40,0,0,12.5,55,0,30,2.5,12,0
2014,0,7,19.7,66.2,0,5.6,1.4,12,0,0
2014,0,18.9,23,50,0,6.8,1.4,33,0,3
2014,0,12.8,15.4,59,0,5.1,7.7,12,0,0
2014,0,1,17.8,65.3,0,14.9,1,20,0,0
2014,0,6.7,14.4,67.8,0,11.1,0,38,0,7.9
2014,0,5,15,75,0,5,0,5,0,0
2014,15,0,13.3,0,66.7,0,20,0,9,0
2014,53,0,9.4,13.2,60.4,0,15.1,1.9,24,0
2014,0,0,0,0,0,0,0,0,0,0
2014,0,15.6,17.8,48.9,4.4,8.9,4.4,9,0,0
2014,92,0,1.1,5.4,64.1,1.1,28.3,0,43,0
2014,0,2.3,9.3,79.1,0,7,2.3,18,0,0
2014,0,9.1,31.8,50,4.5,0,4.5,7,0,14.3
2014,0,4.5,14.5,48.2,0.9,30.9,0.9,66,0,3
2014,0,2.5,11.2,68.5,1,13.7,3,103,0,1
2014,0,5.3,17,69.1,1.1,5.3,2.1,54,0,3.7
2014,0,1,6.9,82.4,0,7.8,2,46,0,2.2
2014,0,0,12.7,67.1,0,20.3,0,26,0,0
2014,0,4.7,15.9,67.7,1.8,9,0.9,201,0,2.5
2014,0,7.4,18.5,69.1,0,4.9,0,38,0,0
2015,100,0,0,0,0,0,0,0,0,0
2015,100,0,0,0,0,0,0,0,0,0
2015,156,100,0,0,0,0,0,0,156,100
2015,431,99.8,0.2,0,0,0,0,0,156,100
2015,97.3,2.7,0,0,0,0,0,30,93.3,6.7
2015,175,97.1,2.9,0,0,0,0,0,93,94.6
2015,96.3,3.7,0,0,0,0,0,0,0,0
2015,96.2,3.4,0,0,0,0,0.4,122,97.5,1.6
2015,205,96.1,2.9,0.5,0,0.5,0,0,101,95
2015,96,4,0,0,0,0,0,50,96,4
2015,40,95,5,0,0,0,0,0,40,95
2015,236,94.5,5.1,0,0,0,0,0.4,107,94.4
2015,101,94.1,5,1,0,0,0,0,45,86.7
2015,174,93.7,6.3,0,0,0,0,0,174,93.7
2015,93.5,6.5,0,0,0,0,0,226,93.8,6.2
2015,92.7,7.3,0,0,0,0,0,0,0,0
2015,200,92,8,0,0,0,0,0,0,0
2015,91.7,7.5,0.8,0,0,0,0,90,91.1,7.8
2015,200,91.5,8.5,0,0,0,0,0,200,91.5
2015,91,9,0,0,0,0,0,189,91,9
2015,245,90.6,9,0.4,0,0,0,0,74,95.9
2015,53,90.6,9.4,0,0,0,0,0,0,0
2015,172,89.5,8.7,0.6,0,0,0,1.2,60,93.3
2015,89.3,10.7,0,0,0,0,0,36,83.3,16.7
2015,88.3,9.4,1.1,0,0,0,1.1,266,88.3,9.4
2015,87,13,0,0,0,0,0,52,78.8,21.2
2015,225,86.7,12,1.3,0,0,0,0,0,0
2015,20,85,15,0,0,0,0,0,7,100
2015,84.7,14.9,0,0,0,0,0.4,249,84.7,14.9
2015,233,82.4,9,3,3,0,0,2.6,101,86.1
2015,81.4,16,0.4,0,0,0,2.1,0,0,0
2015,80.8,19.2,0,0,0,0,0,234,80.8,19.2
2015,80.6,19,0,0,0,0,0.4,102,78.4,20.6
2015,116,78.4,20.7,0.9,0,0,0,0,48,77.1
2015,104,77.9,21.2,0,1,0,0,0,0,0
2015,18,77.8,22.2,0,0,0,0,0,0,0
2015,49,77.6,20.4,2,0,0,0,0,22,63.6
2015,77.2,22.8,0,0,0,0,0,0,0,0
2015,77,21.2,1.4,0,0,0,0.5,107,72,25.2
2015,50,76,22,0,0,0,0,2,50,76
2015,75.4,23,0,0,0,0,1.6,19,68.4,31.6
2015,74.3,25.7,0,0,0,0,0,36,80.6,19.4
2015,79,73.4,19,5.1,0,0,0,2.5,51,70.6
2015,101,73.3,21.8,5,0,0,0,0,55,69.1
2015,51,72.5,27.5,0,0,0,0,0,18,66.7
2015,69.4,30.6,0,0,0,0,0,0,0,0
2015,206,69.4,27.7,2.9,0,0,0,0,99,66.7
2015,68.9,28.4,2.7,0,0,0,0,24,66.7,29.2
2015,68.8,30.8,0.4,0,0,0,0,224,68.8,30.8
2015,56,67.9,32.1,0,0,0,0,0,29,62.1
2015,172,67.4,27.9,2.9,0,0,0,1.7,0,0
2015,66.9,31,2.1,0,0,0,0,242,66.9,31
2015,162,66.7,31.5,1.2,0.6,0,0,0,79,58.2
2015,15,66.7,33.3,0,0,0,0,0,9,55.6
2015,65.4,32.2,1.9,0.5,0,0,0,0,0,0
2015,65.1,32.7,1.5,0.4,0,0.4,0,128,60.2,35.9
2015,118,63.6,33.9,2.5,0,0,0,0,69,59.4
2015,41,63.4,36.6,0,0,0,0,0,27,66.7
2015,141,62.4,31.2,6.4,0,0,0,0,140,62.1
2015,60.9,35.9,3.1,0,0,0,0,0,0,0
2015,60.4,35.6,4,0,0,0,0,41,43.9,48.8
2015,194,60.3,34,4.6,0.5,0,0,0.5,95,58.9
2015,27,59.3,37,3.7,0,0,0,0,0,0
2015,145,57.9,35.2,4.8,0.7,0.7,0,0.7,68,45.6
2015,57.7,39.2,3.1,0,0,0,0,37,37.8,56.8
2015,162,57.4,38.3,4.3,0,0,0,0,108,53.7
2015,30,56.7,36.7,6.7,0,0,0,0,0,0
2015,105,56.2,40,3.8,0,0,0,0,39,46.2
2015,55.6,36.1,7.2,0.4,0.2,0,0.4,161,47.8,39.8
2015,55.6,40.7,3.7,0,0,0,0,13,23.1,69.2
2015,55.2,40.3,4.5,0,0,0,0,67,55.2,40.3
2015,54.9,37.6,7.1,0.4,0,0,0,104,56.7,31.7
2015,54.7,34.8,5.4,4.1,0.3,0.3,0.3,113,54,33.6
2015,53.4,41.4,5.2,0,0,0,0,58,53.4,41.4
2015,166,51.2,43.4,4.8,0,0,0,0.6,0,0
2015,55,50.9,45.5,3.6,0,0,0,0,26,38.5
2015,88,50,36.4,11.4,1.1,0,0,1.1,39,41
2015,32,50,43.8,6.3,0,0,0,0,15,53.3
2015,42,50,47.6,2.4,0,0,0,0,18,55.6
2015,108,50,41.7,6.5,1.9,0,0,0,48,41.7
2015,49.3,42.7,6.7,1.3,0,0,0,32,37.5,59.4
2015,185,49.2,45.9,4.9,0,0,0,0,79,38
2015,49,44.9,4.1,0,0,0,2,30,43.3,50
2015,84,48.8,40.5,10.7,0,0,0,0,44,36.4
2015,48.1,30.4,16.5,5.1,0,0,0,33,45.5,24.2
2015,48,41.3,10,0.3,0,0,0.3,142,40.1,44.4
2015,42,47.6,47.6,4.8,0,0,0,0,0,0
2015,47.4,28,16.8,6.3,0,0.7,1,150,36.7,35.3
2015,123,47.2,38.2,12.2,0.8,0,0,1.6,71,45.1
2015,205,46.8,45.4,6.3,1,0,0,0.5,0,0
2015,60,46.7,35,15,1.7,0,0,1.7,30,26.7
2015,28,46.4,50,3.6,0,0,0,0,0,0
2015,138,45.7,41.3,9.4,2.2,0,0,1.4,62,32.3
2015,45.3,40,10,4.1,0,0,0.6,73,46.6,42.5
